Date,Year,Avg_Price,Total_Volume,Small_4046,Medium_4225,Large_4770,Other_PLU,Total_Bags,Small_Bags,Medium_Bags,Large_Bags,Type,Region
2015-07-19,2015,1.36,128846,1166,54493,2205,70982,70982,70982,0,0,conventional,BuffaloRochester
2015-07-12,2015,1.45,127351,1119,47295,4715,74222,74223,73796,427,0,conventional,BuffaloRochester
2015-07-05,2015,1.47,140414,1503,56925,6708,75278,75278,74371,907,0,conventional,BuffaloRochester
2015-06-28,2015,1.36,137247,1236,51802,5397,78812,78812,78750,62,0,conventional,BuffaloRochester
2015-06-21,2015,1.5,108655,1255,47846,5425,54129,54130,54130,0,0,conventional,BuffaloRochester
2015-06-14,2015,1.34,149377,1184,48287,4433,95473,95474,95474,0,0,conventional,BuffaloRochester
2015-06-07,2015,1.38,130908,779,58000,139,71990,71991,71991,0,0,conventional,BuffaloRochester
2015-05-31,2015,1.4,130841,1039,54249,79,75474,75473,75473,0,0,conventional,BuffaloRochester
2015-05-24,2015,1.43,121943,1034,55019,104,65786,65786,65742,44,0,conventional,BuffaloRochester
2015-05-17,2015,1.35,137050,933,61668,57,74392,74393,73415,978,0,conventional,BuffaloRochester
2015-05-10,2015,1.33,170547,1322,73754,185,95286,95286,94833,453,0,conventional,BuffaloRochester
2015-05-03,2015,1.42,136772,946,50266,82,85478,85477,84332,1102,43,conventional,BuffaloRochester
2015-04-26,2015,1.41,136964,1118,49557,106,86183,86183,85503,640,40,conventional,BuffaloRochester
2015-04-19,2015,1.42,139613,1022,52955,59,85577,85577,85057,520,0,conventional,BuffaloRochester
2015-04-12,2015,1.42,118173,884,45444,93,71752,71752,70938,814,0,conventional,BuffaloRochester
2015-04-05,2015,1.44,124146,969,51024,96,72057,72057,71409,598,50,conventional,BuffaloRochester
2015-03-29,2015,1.39,119891,1353,48430,81,70027,70027,69919,108,0,conventional,BuffaloRochester
2015-03-22,2015,1.4,119903,3091,45420,48,71344,71345,71289,56,0,conventional,BuffaloRochester
2015-03-15,2015,1.47,103413,3500,45689,66,54158,54157,54046,111,0,conventional,BuffaloRochester
2015-03-08,2015,1.35,125725,1072,61974,102,62577,62577,62217,360,0,conventional,BuffaloRochester
2015-03-01,2015,1.43,112364,1033,41685,104,69542,69542,69480,62,0,conventional,BuffaloRochester
2015-02-22,2015,1.41,109547,1709,45394,132,62312,62312,61765,547,0,conventional,BuffaloRochester
2015-02-15,2015,1.44,100207,1521,43272,58,55356,55357,55233,124,0,conventional,BuffaloRochester
2015-02-08,2015,1.36,132760,1822,66262,162,64514,64514,63918,596,0,conventional,BuffaloRochester
2015-02-01,2015,1.33,153920,2118,64771,112,86919,86919,86848,71,0,conventional,BuffaloRochester
2015-01-25,2015,1.5,114053,1321,54007,75,58650,58650,57910,740,0,conventional,BuffaloRochester
2015-01-18,2015,1.52,107040,1625,61860,133,43422,43422,43420,2,0,conventional,BuffaloRochester
2015-01-11,2015,1.54,106221,1642,50985,80,53514,53514,53514,0,0,conventional,BuffaloRochester
2015-01-04,2015,1.4,116253,3268,55693,110,57182,57183,57183,0,0,conventional,BuffaloRochester
2015-12-27,2015,0.96,156698,33070,62956,23042,37630,37630,35130,2500,0,conventional,Charlotte
2015-12-20,2015,0.98,139918,29500,55521,19843,35054,35055,33273,1782,0,conventional,Charlotte
2015-12-13,2015,0.95,157146,31727,62544,23843,39032,39032,35793,3239,0,conventional,Charlotte
2015-12-06,2015,0.99,156114,34117,63075,28483,30439,30439,28182,2257,0,conventional,Charlotte
2015-11-29,2015,0.95,138859,31911,53471,22686,30791,30791,27376,3415,0,conventional,Charlotte
2015-11-22,2015,1.0,133618,30029,53645,24222,25722,25723,22228,3495,0,conventional,Charlotte
2015-11-15,2015,1.01,169281,28544,80245,36861,23631,23632,21132,2500,0,conventional,Charlotte
2015-11-08,2015,1.03,164322,30861,54456,49282,29723,29723,28076,1647,0,conventional,Charlotte
2015-11-01,2015,1.11,171794,33372,47080,53969,37373,37374,32848,4526,0,conventional,Charlotte
2015-10-25,2015,1.27,140921,23094,38357,44883,34587,34587,30219,4368,0,conventional,Charlotte
2015-10-18,2015,1.26,156566,22805,54519,44707,34535,34535,31177,3358,0,conventional,Charlotte
2015-10-11,2015,1.14,167397,22942,45669,58990,39796,39796,33103,6693,0,conventional,Charlotte
2015-10-04,2015,1.22,146738,23649,44671,40367,38051,38051,30389,7662,0,conventional,Charlotte
2015-09-27,2015,1.09,168780,24398,54210,58552,31620,31620,27053,4567,0,conventional,Charlotte
2015-09-20,2015,1.2,161444,25923,46906,41262,47353,47353,38940,8413,0,conventional,Charlotte
2015-09-13,2015,1.19,171078,30123,41617,36469,62869,62868,56910,5958,0,conventional,Charlotte
2015-09-06,2015,1.01,227728,35127,62187,64372,66042,66042,59198,6844,0,conventional,Charlotte
2015-08-30,2015,1.2,179027,33512,41701,38130,65684,65684,63371,2313,0,conventional,Charlotte
2015-08-23,2015,1.15,203298,32281,50476,41678,78863,78864,76846,2018,0,conventional,Charlotte
2015-08-16,2015,1.24,178526,32129,42068,41343,62986,62985,60769,2216,0,conventional,Charlotte
2015-08-09,2015,1.21,173059,29916,43783,37614,61746,61746,57783,3963,0,conventional,Charlotte
2015-08-02,2015,1.24,179322,30200,48687,39735,60700,60700,58628,2072,0,conventional,Charlotte
2015-07-26,2015,1.23,173897,30901,39608,39261,64127,64127,62054,2073,0,conventional,Charlotte
2015-07-19,2015,1.19,187575,33382,49072,39515,65606,65606,62471,3135,0,conventional,Charlotte
2015-07-12,2015,1.18,182857,23581,56317,35107,67852,67851,65681,2170,0,conventional,Charlotte
2015-07-05,2015,1.18,216119,30803,73470,40602,71244,71243,67865,3378,0,conventional,Charlotte
2015-06-28,2015,1.17,193654,23694,58162,42044,69754,69754,67989,1765,0,conventional,Charlotte
2015-06-21,2015,1.17,201173,30951,58913,38260,73049,73048,69426,3622,0,conventional,Charlotte
2015-06-14,2015,1.15,207094,31248,64829,41193,69824,69824,67842,1982,0,conventional,Charlotte
2015-06-07,2015,1.15,199980,43524,45227,38579,72650,72651,69124,3527,0,conventional,Charlotte
2015-05-31,2015,1.19,194631,45688,43260,44530,61153,61153,58991,2162,0,conventional,Charlotte
2015-05-24,2015,1.2,212528,43629,59208,46014,63677,63677,59663,4014,0,conventional,Charlotte
2015-05-17,2015,1.21,190800,44340,46424,40249,59787,59787,57584,2203,0,conventional,Charlotte
2015-05-10,2015,1.19,192767,47626,42864,38370,63907,63907,61760,2147,0,conventional,Charlotte
2015-05-03,2015,1.0,261492,50203,69447,77627,64215,64215,58626,5589,0,conventional,Charlotte
2015-04-26,2015,1.2,182142,39481,44797,37961,59903,59902,58701,1201,0,conventional,Charlotte
2015-04-19,2015,1.18,180944,38330,41954,36041,64619,64618,63182,1436,0,conventional,Charlotte
2015-04-12,2015,1.17,204005,48793,50390,39638,65184,65183,61787,3396,0,conventional,Charlotte
2015-04-05,2015,1.19,177919,43112,40448,36210,58149,58149,56451,1599,99,conventional,Charlotte
2015-03-29,2015,1.23,178788,34498,50741,40688,52861,52861,51856,1005,0,conventional,Charlotte
2015-03-22,2015,1.19,182876,41638,44727,37099,59412,59412,56444,2968,0,conventional,Charlotte
2015-03-15,2015,1.19,183944,39138,48596,43740,52470,52470,51028,1442,0,conventional,Charlotte
2015-03-08,2015,1.25,159387,29980,39245,36250,53912,53912,52538,1374,0,conventional,Charlotte
2015-03-01,2015,1.18,176146,45465,40007,34949,55725,55726,52874,2852,0,conventional,Charlotte
2015-02-22,2015,1.08,201741,44680,48499,61590,46972,46973,44920,2053,0,conventional,Charlotte
2015-02-15,2015,1.22,156799,28228,38592,40431,49548,49548,40420,9128,0,conventional,Charlotte
2015-02-08,2015,1.17,150139,31509,35567,31779,51284,51284,41921,9363,0,conventional,Charlotte
2015-02-01,2015,0.98,254010,52916,71210,80814,49070,49070,33450,15620,0,conventional,Charlotte
2015-01-25,2015,1.18,167270,37383,44001,31576,54310,54309,41623,12686,0,conventional,Charlotte
2015-01-18,2015,1.25,152671,26463,40476,38677,47055,47055,33997,13058,0,conventional,Charlotte
2015-01-11,2015,1.26,159943,31586,38119,40802,49436,49436,38822,10614,0,conventional,Charlotte
2015-01-04,2015,1.19,166006,29419,47221,38569,50797,50798,44329,6469,0,conventional,Charlotte
2015-12-27,2015,0.93,661137,42799,445219,78378,94741,94742,83067,1618,10057,conventional,Chicago
2015-12-20,2015,0.91,690669,35725,464574,96306,94064,94064,76241,9593,8230,conventional,Chicago
2015-12-13,2015,1.07,668602,40380,451470,94163,82589,82588,76829,5694,65,conventional,Chicago
2015-12-06,2015,1.14,664020,53173,455048,92888,62911,62911,62473,421,17,conventional,Chicago
2015-11-29,2015,1.11,602481,42851,422479,74989,62162,62162,61863,299,0,conventional,Chicago
2015-11-22,2015,0.94,751898,34868,553545,89732,73753,73751,73457,294,0,conventional,Chicago
2015-11-15,2015,1.17,641882,31286,441754,93857,74985,74985,74724,261,0,conventional,Chicago
2015-11-08,2015,1.01,711147,44528,498562,101889,66168,66166,65842,324,0,conventional,Chicago
2015-11-01,2015,1.0,807041,69420,562215,106537,68869,68870,68448,422,0,conventional,Chicago
2015-10-25,2015,1.12,687650,59161,454353,108012,66124,66124,65795,323,6,conventional,Chicago
2015-10-18,2015,1.15,690303,25883,482992,118311,63117,63117,62077,286,754,conventional,Chicago
2015-10-11,2015,1.08,708914,16455,503814,119996,68649,68649,65145,529,2975,conventional,Chicago
2015-10-04,2015,1.18,675173,14269,485262,105711,69931,69930,66015,2240,1675,conventional,Chicago
2015-09-27,2015,1.15,720502,16484,532029,101194,70795,70794,63370,2923,4501,conventional,Chicago
2015-09-20,2015,1.19,729117,16478,534644,103104,74891,74892,71196,3317,379,conventional,Chicago
2015-09-13,2015,1.19,775671,17172,546965,128620,82914,82914,78368,3810,736,conventional,Chicago
2015-09-06,2015,1.11,808678,17596,581941,122938,86203,86202,82905,3290,7,conventional,Chicago
2015-08-30,2015,1.12,773774,17363,570147,112344,73920,73919,71627,2205,87,conventional,Chicago
2015-08-23,2015,1.2,751850,17596,550360,103622,80272,80273,77074,2760,439,conventional,Chicago
2015-08-16,2015,1.16,817691,19194,609692,104997,83808,83808,80019,3448,341,conventional,Chicago
2015-08-09,2015,1.25,731125,18237,526303,104796,81789,81788,79510,1905,373,conventional,Chicago
2015-08-02,2015,1.27,761027,21607,559825,97419,82176,82176,79198,2476,502,conventional,Chicago
2015-07-26,2015,1.12,791332,26653,577460,99067,88152,88152,83729,3516,907,conventional,Chicago
2015-07-19,2015,1.24,797060,20535,560872,116910,98743,98743,92363,3531,2849,conventional,Chicago
2015-07-12,2015,1.26,772151,22934,545739,109149,94329,94328,90429,2536,1363,conventional,Chicago
2015-07-05,2015,1.24,937317,28423,661207,118635,129052,129052,126579,2236,237,conventional,Chicago
2015-06-28,2015,1.21,786250,27392,524477,104595,129786,129787,126836,1896,1055,conventional,Chicago
2015-06-21,2015,1.24,804903,34715,536926,122240,111022,111022,107243,1659,2120,conventional,Chicago
2015-06-14,2015,1.21,868197,55228,586037,107908,119024,119024,116318,2619,87,conventional,Chicago
2015-06-07,2015,1.24,824216,51411,544664,122929,105212,105212,99942,4693,577,conventional,Chicago
2015-05-31,2015,1.26,803572,50564,518850,132733,101425,101426,99123,2299,4,conventional,Chicago
2015-05-24,2015,1.23,887105,57568,611797,113476,104264,104264,101616,2639,9,conventional,Chicago
2015-05-17,2015,1.23,817870,54088,569043,109205,85534,85534,82690,2813,31,conventional,Chicago
2015-05-10,2015,1.23,835939,55587,545784,141251,93317,93316,88848,4468,0,conventional,Chicago
2015-05-03,2015,1.04,978376,64799,690168,129694,93715,93716,89297,4415,4,conventional,Chicago
2015-04-26,2015,1.24,779868,46749,543002,97410,92707,92706,88342,3574,790,conventional,Chicago
2015-04-19,2015,1.24,832529,52850,594215,93303,92161,92161,89277,2780,104,conventional,Chicago
2015-04-12,2015,1.24,710719,45104,488323,83138,94154,94153,91664,2475,14,conventional,Chicago
2015-04-05,2015,1.27,751812,38641,530947,90802,91422,91423,87170,3423,830,conventional,Chicago
2015-03-29,2015,1.22,757272,25630,545318,84866,101458,101459,97285,4163,11,conventional,Chicago
2015-03-22,2015,1.21,799947,29308,596342,83938,90359,90358,87394,2925,39,conventional,Chicago
2015-03-15,2015,1.09,827010,30101,600833,98822,97254,97255,93313,3915,27,conventional,Chicago
2015-03-08,2015,1.18,772997,27489,523118,112934,109456,109455,107215,2235,5,conventional,Chicago
2015-03-01,2015,1.09,863392,24137,637043,111791,90421,90420,88092,2289,39,conventional,Chicago
2015-02-22,2015,1.18,773078,39072,533387,106178,94441,94440,90447,3977,16,conventional,Chicago
2015-02-15,2015,1.17,726401,29712,488592,110447,97650,97652,92519,5113,20,conventional,Chicago
2015-02-08,2015,1.13,729326,28217,499138,119634,82337,82336,78981,3273,82,conventional,Chicago
2015-02-01,2015,0.91,1133492,50784,824745,164884,93079,93078,89517,3449,112,conventional,Chicago
2015-01-25,2015,1.22,745439,26118,488218,145882,85221,85222,75868,9266,88,conventional,Chicago
2015-01-18,2015,1.14,797741,24918,533718,140240,98865,98866,95516,3312,38,conventional,Chicago
2015-01-11,2015,1.15,802875,31240,558488,133849,79298,79298,74716,4539,43,conventional,Chicago
2015-01-04,2015,1.11,783068,30270,550752,124506,77540,77539,72888,4651,0,conventional,Chicago
2015-12-27,2015,0.87,162994,2633,100444,9547,50370,50370,14051,30968,5351,conventional,CincinnatiDayton
2015-12-20,2015,0.85,175426,2732,108931,7517,56246,56246,12118,39680,4448,conventional,CincinnatiDayton
2015-12-13,2015,0.79,207386,3803,123545,4574,75464,75465,15835,58784,846,conventional,CincinnatiDayton
2015-12-06,2015,0.83,207513,2915,129979,15476,59143,59144,13539,42886,2719,conventional,CincinnatiDayton
2015-11-29,2015,0.88,141356,2399,94094,5886,38977,38977,12785,24850,1342,conventional,CincinnatiDayton
2015-11-22,2015,0.89,174893,2566,115591,9596,47140,47141,13805,31447,1889,conventional,CincinnatiDayton
2015-11-15,2015,0.88,193723,2680,129292,4906,56845,56846,15734,40083,1029,conventional,CincinnatiDayton
2015-11-08,2015,0.87,239070,2979,156268,19577,60246,60247,12990,42510,4747,conventional,CincinnatiDayton
2015-11-01,2015,0.93,254760,2998,166868,13268,71626,71626,14831,53585,3210,conventional,CincinnatiDayton
2015-10-25,2015,1.01,203682,2265,132626,9187,59604,59604,12423,45209,1972,conventional,CincinnatiDayton
2015-10-18,2015,0.98,186045,2297,131738,8932,43078,43078,17415,24553,1110,conventional,CincinnatiDayton
2015-10-11,2015,0.91,213528,2251,146962,13778,50537,50536,16192,31743,2601,conventional,CincinnatiDayton
2015-10-04,2015,0.93,235244,2133,157238,11768,64105,64105,16488,45980,1637,conventional,CincinnatiDayton
2015-09-27,2015,1.08,202013,2221,138938,11725,49129,49129,12344,34342,2443,conventional,CincinnatiDayton
2015-09-20,2015,1.05,210445,3128,139043,21180,47094,47094,12353,29601,5140,conventional,CincinnatiDayton
2015-09-13,2015,1.05,216549,2195,139864,18310,56180,56180,17272,34690,4218,conventional,CincinnatiDayton
2015-09-06,2015,1.02,232158,2463,154106,8957,66632,66632,19499,45313,1820,conventional,CincinnatiDayton
2015-08-30,2015,1.01,234132,2624,153833,14357,63318,63319,17805,42734,2780,conventional,CincinnatiDayton
2015-08-23,2015,1.05,208609,2751,141969,5300,58589,58589,15962,41548,1079,conventional,CincinnatiDayton
2015-08-16,2015,1.01,234349,2473,146748,21571,63557,63558,16807,41443,5308,conventional,CincinnatiDayton
2015-08-09,2015,1.08,214374,2358,144958,10922,56136,56137,19934,34194,2009,conventional,CincinnatiDayton
2015-08-02,2015,1.09,206121,2443,142848,9778,51052,51052,16180,33164,1708,conventional,CincinnatiDayton
2015-07-26,2015,1.03,216611,2474,139527,5692,68918,68918,24770,43021,1127,conventional,CincinnatiDayton
2015-07-19,2015,1.06,223479,3726,146966,14449,58338,58338,21471,33783,3084,conventional,CincinnatiDayton
2015-07-12,2015,1.03,218171,3503,148643,4243,61782,61781,23226,37926,629,conventional,CincinnatiDayton
2015-07-05,2015,1.03,250626,3238,165480,10202,71706,71706,27500,43027,1179,conventional,CincinnatiDayton
2015-06-28,2015,1.01,225166,3691,144984,3667,72824,72824,34099,38098,627,conventional,CincinnatiDayton
2015-06-21,2015,1.02,243012,3795,158957,15259,65001,65000,25432,37441,2127,conventional,CincinnatiDayton
2015-06-14,2015,1.05,229364,6856,145975,10047,66486,66485,30258,34920,1307,conventional,CincinnatiDayton
2015-06-07,2015,1.07,234982,10630,146360,14602,63390,63390,23652,36952,2786,conventional,CincinnatiDayton
2015-05-31,2015,1.06,222383,10459,143894,4652,63378,63377,20976,41426,975,conventional,CincinnatiDayton
2015-05-24,2015,1.1,222390,10259,152036,4491,55604,55605,24487,30171,947,conventional,CincinnatiDayton
2015-05-17,2015,1.04,234579,10240,150324,14524,59491,59492,18092,38536,2864,conventional,CincinnatiDayton
2015-05-10,2015,1.06,259599,11982,172174,2408,73035,73035,22507,50265,263,conventional,CincinnatiDayton
2015-05-03,2015,1.08,238141,11469,162213,7282,57177,57176,18316,37361,1499,conventional,CincinnatiDayton
2015-04-26,2015,1.06,214470,8217,138764,6904,60585,60583,21522,37783,1278,conventional,CincinnatiDayton
2015-04-19,2015,1.02,226979,8229,144901,12959,60890,60889,35196,23102,2591,conventional,CincinnatiDayton
2015-04-12,2015,1.02,188938,11177,120830,1306,55625,55624,38219,17270,135,conventional,CincinnatiDayton
2015-04-05,2015,1.06,196169,7517,135094,2508,51050,51050,36567,14361,122,conventional,CincinnatiDayton
2015-03-29,2015,0.95,198365,3015,122178,2448,70724,70724,46587,23746,391,conventional,CincinnatiDayton
2015-03-22,2015,0.98,212720,2968,137561,23368,48823,48822,11317,31773,5732,conventional,CincinnatiDayton
2015-03-15,2015,0.94,196009,3551,131234,3387,57837,57836,19570,37402,864,conventional,CincinnatiDayton
2015-03-08,2015,0.87,219111,3471,147536,3678,64426,64425,30834,32786,805,conventional,CincinnatiDayton
2015-03-01,2015,0.89,226952,3610,157401,18681,47260,47260,14964,28230,4066,conventional,CincinnatiDayton
2015-02-22,2015,0.93,183072,4432,134259,3240,41141,41142,18685,21704,753,conventional,CincinnatiDayton
2015-02-15,2015,0.94,169950,4399,122866,3067,39618,39618,21356,17557,705,conventional,CincinnatiDayton
2015-02-08,2015,0.93,186617,4246,140927,4186,37258,37259,17774,18571,914,conventional,CincinnatiDayton
2015-02-01,2015,0.86,300905,4666,224968,19442,51829,51829,15335,31756,4738,conventional,CincinnatiDayton
2015-01-25,2015,0.93,213554,3617,162645,656,46636,46636,20650,25970,16,conventional,CincinnatiDayton
2015-01-18,2015,0.93,175681,3333,128858,1087,42403,42403,24024,18265,114,conventional,CincinnatiDayton
2015-01-11,2015,0.92,201392,3613,153100,1204,43475,43475,17036,26345,94,conventional,CincinnatiDayton
2015-01-04,2015,0.88,228570,3274,168765,1447,55084,55083,17525,37445,113,conventional,CincinnatiDayton
2015-12-27,2015,0.99,107565,41809,27121,15564,23071,23072,15032,3875,4165,conventional,Columbus
2015-12-20,2015,1.03,117393,57558,23198,16370,20267,20266,11761,4248,4257,conventional,Columbus
2015-12-13,2015,1.03,124617,69743,21751,12958,20165,20165,14642,4307,1216,conventional,Columbus
2015-12-06,2015,0.99,137196,60376,33565,24435,18820,18820,12452,3867,2501,conventional,Columbus
2015-11-29,2015,1.03,97236,40353,22858,16653,17372,17372,12106,4116,1150,conventional,Columbus
2015-11-22,2015,1.04,115090,50335,25644,20731,18380,18380,13855,2827,1698,conventional,Columbus
2015-11-15,2015,0.99,117463,52475,26706,15259,23023,23023,19595,2618,810,conventional,Columbus
2015-11-08,2015,0.95,152085,61495,35337,29584,25669,25669,14900,6935,3834,conventional,Columbus
2015-11-01,2015,0.99,135237,58162,31821,23764,21490,21489,14668,3691,3130,conventional,Columbus
